Customer Id,li
142465,0
165926,0
220832,0
207150,0
140276,0
217080,0
207298,0
83301,1
122726,0
41823,1
153368,0
35259,1
39014,1
221360,0
140270,0
32369,1
194612,0
119613,0
148163,0
208420,0
147958,0
90892,1
132750,0
178922,0
93513,1
671,1
119211,0
193210,0
30222,1
242735,0
63944,1
132447,0
80283,1
146752,0
180762,0
62206,1
176500,0
143641,0
218646,0
160773,0
45651,1
87886,1
19559,1
176371,0
67511,1
133615,0
173100,0
156494,0
121778,0
181425,0
56955,1
72709,1
26277,1
232397,0
27428,1
220547,0
183965,0
90068,1
168254,0
206459,0
178380,0
230220,0
237217,0
44647,1
44025,1
59123,1
40868,1
35849,1
17659,1
59296,1
73329,1
86876,1
94785,1
41662,1
56446,1
105635,0
113649,0
72179,1
123,1
232130,0
107037,0
202128,0
216997,0
186268,0
122100,0
164762,0
175808,0
226044,0
135036,0
165142,0
9227,1
183402,0
28034,1
241556,0
117432,0
71623,1
71947,1
78911,1
140165,0
96836,1
105348,0
5858,1
148991,0
24768,1
62774,1
209451,0
124785,0
3676,1
210936,0
115600,0
126453,0
133646,0
236900,0
130748,0
129807,0
225340,0
226334,0
56950,1
216722,0
234681,0
62923,1
46174,1
198640,0
126898,0
101807,0
213434,0
121453,0
159234,0
239603,0
38957,1
123135,0
230714,0
210369,0
16182,1
62679,1
51962,1
91919,1
101368,0
194283,0
172990,0
17605,1
61528,1
189103,0
18389,1
22281,1
87930,1
238333,0
226679,0
177049,0
86647,1
97233,1
108585,0
86402,1
221808,0
119313,0
223008,0
174058,0
48266,1
36599,1
191605,0
28180,1
165882,0
80079,1
98620,1
78394,1
53083,1
236202,0
191694,0
229238,0
170578,0
122168,0
52804,1
21372,1
26225,1
189005,0
23030,1
84820,1
165197,0
42787,1
113356,0
51354,1
215409,0
198812,0
27748,1
7580,1
152305,0
30396,1
48894,1
196700,0
54536,1
63060,1
165450,0
177051,0
61187,1
73440,1
224237,0
148040,0
43049,1
46048,1
149786,0
150815,0
172696,0
88531,1
92970,1
182154,0
35701,1
104042,0
28972,1
37763,1
59215,1
175276,0
227455,0
214207,0
197860,0
20577,1
61719,1
53008,1
230851,0
4228,1
201132,0
125347,0
14475,1
68656,1
25045,1
37779,1
138070,0
166635,0
68784,1
226257,0
74079,1
156796,0
116922,0
196925,0
162491,0
175049,0
208283,0
151478,0
118807,0
63736,1
7229,1
36664,1
169714,0
9018,1
121953,0
21250,1
192572,0
84173,1
97427,1
105551,0
16152,1
107300,0
226406,0
239847,0
215528,0
65654,1
160471,0
57556,1
25279,1
35687,1
99233,1
208526,0
53020,1
2147,1
202774,0
211133,0
26784,1
31927,1
234033,0
91652,1
120704,0
60288,1
131063,0
221082,0
120338,0
61620,1
121449,0
49928,1
66397,1
103085,0
60481,1
163245,0
111270,0
128684,0
187921,0
82438,1
537,1
92839,1
32519,1
204100,0
209833,0
127439,0
134737,0
46309,1
101182,0
146278,0
124641,0
102007,0
46617,1
130771,0
71607,1
242396,0
135617,0
60767,1
168589,0
212203,0
107652,0
70970,1
10739,1
5914,1
92351,1
162006,0
197584,0
48053,1
116312,0
179003,0
226486,0
163839,0
9260,1
81183,1
51645,1
147062,0
40302,1
171875,0
43484,1
196030,0
174374,0
15098,1
196870,0
179917,0
40259,1
3675,1
214024,0
106163,0
187372,0
62208,1
160059,0
35679,1
213214,0
135784,0
67318,1
163799,0
58654,1
84037,1
67888,1
56972,1
167411,0
165273,0
239070,0
61280,1
243086,0
99377,1
136513,0
60902,1
219062,0
149052,0
60340,1
139543,0
88378,1
199959,0
160423,0
145489,0
71800,1
195363,0
112065,0
233921,0
45984,1
23948,1
104860,0
226948,0
34287,1
119380,0
119623,0
112010,0
154142,0
43723,1
152311,0
88738,1
5711,1
52178,1
59696,1
129542,0
59725,1
35143,1
83841,1
105232,0
124829,0
206438,0
122120,0
38764,1
107233,0
86920,1
92120,1
186960,0
235253,0
126787,0
154950,0
27022,1
81588,1
183917,0
69612,1
101972,0
117234,0
153725,0
238526,0
189943,0
13441,1
100109,1
69172,1
50693,1
104799,0
167263,0
176497,0
74829,1
9719,1
212942,0
45523,1
218662,0
239073,0
185350,0
204053,0
204594,0
170111,0
178823,0
225055,0
20443,1
81022,1
13128,1
171832,0
16638,1
112996,0
35535,1
6914,1
51350,1
34868,1
135514,0
8535,1
142723,0
29499,1
119235,0
180494,0
147293,0
32941,1
47950,1
169910,0
162424,0
60051,1
180998,0
7782,1
16294,1
37800,1
102798,0
78654,1
2503,1
31107,1
219020,0
214879,0
174983,0
148036,0
2718,1
16996,1
131282,0
15835,1
18305,1
59293,1
15487,1
82684,1
21386,1
114715,0
153347,0
139921,0
106838,0
69162,1
212907,0
34058,1
77564,1
57432,1
58636,1
84439,1
153855,0
28672,1
23885,1
217064,0
198588,0
14225,1
42023,1
16380,1
203002,0
61044,1
91678,1
212336,0
98881,1
110808,0
241022,0
173778,0
64705,1
190271,0
73485,1
219109,0
72670,1
61529,1
8905,1
174965,0
654,1
4341,1
214448,0
181088,0
239766,0
93285,1
64026,1
129818,0
118491,0
20476,1
100311,1
193415,0
128510,0
109940,0
87266,1
170074,0
179787,0
59195,1
213595,0
237482,0
130774,0
6444,1
92483,1
202624,0
171092,0
64723,1
27731,1
219315,0
105485,0
180067,0
35560,1
203700,0
229770,0
211945,0
124808,0
111795,0
226578,0
143491,0
203569,0
174894,0
173457,0
36906,1
168735,0
53928,1
71827,1
102387,0
38025,1
40625,1
79289,1
107316,0
219706,0
21359,1
61207,1
96099,1
113053,0
59025,1
183636,0
90549,1
55819,1
225155,0
32555,1
209936,0
221390,0
104307,0
199679,0
44492,1
68434,1
11432,1
110535,0
79593,1
153962,0
229592,0
128319,0
35123,1
153875,0
166524,0
49810,1
31556,1
59727,1
111110,0
93878,1
132508,0
243340,0
215304,0
60491,1
235444,0
152226,0
5602,1
127604,0
18659,1
242923,0
138266,0
243251,0
35218,1
46901,1
60187,1
203377,0
64314,1
177999,0
12577,1
78932,1
91974,1
40526,1
224303,0
101237,0
54092,1
79606,1
43325,1
89568,1
160829,0
76005,1
173476,0
228711,0
225734,0
163547,0
130791,0
49585,1
226892,0
5681,1
70042,1
101919,0
228742,0
22783,1
206707,0
114311,0
225663,0
133569,0
21505,1
31319,1
10635,1
120307,0
82222,1
212379,0
66503,1
51211,1
81644,1
89139,1
26148,1
61856,1
177912,0
147483,0
61229,1
1395,1
180576,0
103806,0
222551,0
36507,1
72897,1
75581,1
20656,1
108146,0
236712,0
11292,1
205630,0
27163,1
6029,1
79811,1
109119,0
165878,0
183379,0
236786,0
83560,1
186501,0
95197,1
195553,0
33741,1
97394,1
3498,1
141044,0
26925,1
124880,0
158820,0
13707,1
170608,0
13608,1
33713,1
59500,1
111382,0
98627,1
222782,0
49225,1
18485,1
210454,0
149675,0
149078,0
171009,0
27735,1
150409,0
46998,1
63079,1
93599,1
54471,1
229407,0
139291,0
187755,0
144340,0
116402,0
50640,1
5578,1
149355,0
45572,1
233298,0
71832,1
99357,1
210428,0
162224,0
104072,0
47275,1
38295,1
55792,1
139168,0
206566,0
142191,0
152917,0
243279,0
120772,0
123048,0
234464,0
136283,0
226857,0
221337,0
30077,1
85495,1
58244,1
186845,0
22295,1
106457,0
237511,0
73405,1
94851,1
183341,0
117856,0
218124,0
25716,1
194964,0
145863,0
100232,1
71051,1
156826,0
100029,1
72800,1
179481,0
199303,0
131773,0
109856,0
72519,1
115336,0
96051,1
48903,1
52439,1
113057,0
92459,1
239088,0
211507,0
127415,0
239139,0
204696,0
100943,1
150550,0
189446,0
35404,1
166784,0
191476,0
224865,0
163089,0
181957,0
38633,1
96188,1
159123,0
4406,1
171621,0
177996,0
129530,0
242672,0
166158,0
65439,1
85903,1
122622,0
136777,0
231192,0
58263,1
93154,1
93234,1
236152,0
62363,1
108911,0
151208,0
202427,0
73263,1
217568,0
53685,1
71088,1
68390,1
167373,0
221090,0
136760,0
51362,1
205949,0
73421,1
148101,0
44092,1
15763,1
32589,1
90700,1
74812,1
75090,1
131067,0
170730,0
46010,1
27431,1
34611,1
153267,0
28887,1
191574,0
26774,1
76563,1
15654,1
194332,0
172288,0
203764,0
149593,0
222751,0
174773,0
18018,1
177860,0
220886,0
161768,0
44923,1
95792,1
71484,1
148156,0
36243,1
66652,1
2413,1
94606,1
69492,1
17267,1
115687,0
94338,1
165398,0
38323,1
159208,0
162021,0
191115,0
30407,1
103824,0
18879,1
204309,0
67586,1
242575,0
207968,0
134425,0
181954,0
83851,1
76527,1
136880,0
59645,1
159305,0
186885,0
51815,1
139796,0
63394,1
95856,1
49654,1
38180,1
84729,1
159357,0
65736,1
14815,1
137957,0
195451,0
241945,0
30069,1
228289,0
92929,1
151665,0
118563,0
107201,0
91198,1
100202,1
43436,1
206623,0
79469,1
176482,0
114696,0
162645,0
40557,1
116800,0
186186,0
125331,0
88623,1
97880,1
20386,1
86231,1
139564,0
224919,0
200142,0
65220,1
195597,0
56838,1
149799,0
5734,1
90968,1
28504,1
140000,0
93797,1
34989,1
179737,0
177791,0
174090,0
90935,1
167760,0
22012,1
141963,0
135464,0
142589,0
34814,1
13954,1
11978,1
206364,0
75332,1
1875,1
178561,0
92529,1
130266,0
29212,1
214413,0
61576,1
226389,0
167834,0
116356,0
87816,1
131883,0
3376,1
65631,1
80702,1
168301,0
203254,0
150681,0
20299,1
233706,0
39828,1
137364,0
30786,1
186833,0
77782,1
64261,1
124819,0
77928,1
215273,0
179887,0
220813,0
62831,1
191407,0
52882,1
47784,1
31327,1
14352,1
100212,1
215325,0
136033,0
181229,0
210869,0
66393,1
148579,0
44956,1
158837,0
103367,0
121764,0
17566,1
88513,1
242759,0
74773,1
56082,1
30403,1
45315,1
156726,0
39984,1
62969,1
178844,0
314,1
124346,0
6765,1
81528,1
214375,0
169007,0
103520,0
39670,1
113047,0
135075,0
43312,1
128972,0
165604,0
6409,1
97872,1
147112,0
202105,0
117116,0
17811,1
98185,1
209387,0
57177,1
155024,0
214138,0
27542,1
48938,1
202314,0
238050,0
55846,1
19693,1
230282,0
46483,1
188130,0
47576,1
43145,1
235698,0
35133,1
228077,0
135729,0
94450,1
130858,0
199672,0
101480,0
45913,1
165683,0
188702,0
75103,1
30657,1
1592,1
70641,1
34458,1
154367,0
148739,0
93260,1
98549,1
133387,0
84644,1
66097,1
82532,1
169554,0
103154,0
225725,0
9706,1
127908,0
18726,1
132746,0
102595,0
21807,1
90625,1
183348,0
91467,1
43010,1
73361,1
76380,1
12696,1
26110,1
72282,1
81241,1
173278,0
6576,1
107234,0
231704,0
152812,0
21029,1
46538,1
96047,1
40717,1
60916,1
228709,0
231432,0
85527,1
145539,0
165801,0
68651,1
198710,0
100517,1
101547,0
215366,0
94519,1
135773,0
215377,0
114669,0
67331,1
140202,0
57603,1
77925,1
73003,1
107395,0
216324,0
148335,0
146597,0
8480,1
100147,1
239337,0
169302,0
2169,1
121037,0
168175,0
63595,1
204427,0
39689,1
10568,1
162197,0
97400,1
181402,0
98276,1
13485,1
219149,0
185156,0
104953,0
240517,0
175507,0
102191,0
122288,0
120207,0
237987,0
48312,1
181965,0
164622,0
56348,1
126860,0
180635,0
16522,1
30385,1
44310,1
216293,0
239602,0
184778,0
84830,1
158624,0
128370,0
153918,0
174769,0
198280,0
77007,1
69485,1
23683,1
212537,0
190448,0
73933,1
171438,0
49008,1
10025,1
159963,0
185621,0
44556,1
40581,1
102573,0
81696,1
240710,0
8170,1
62191,1
33967,1
69750,1
50893,1
93462,1
131128,0
184315,0
185952,0
241602,0
204001,0
155646,0
122129,0
44782,1
43558,1
204642,0
7951,1
108515,0
110240,0
14162,1
81380,1
143251,0
222405,0
212639,0
84783,1
21970,1
154190,0
215728,0
105193,0
22412,1
100002,1
232391,0
91381,1
151791,0
110810,0
156243,0
134111,0
237861,0
182742,0
89211,1
173665,0
142198,0
167026,0
206765,0
137604,0
45300,1
9547,1
226590,0
237844,0
19262,1
131233,0
95718,1
72558,1
237952,0
210148,0
135645,0
193628,0
148547,0
45733,1
181073,0
11138,1
141079,0
89960,1
114118,0
54212,1
79799,1
71487,1
133402,0
173853,0
70566,1
112864,0
69167,1
102000,0
95272,1
87118,1
204539,0
98487,1
220147,0
159096,0
140816,0
22081,1
21742,1
231825,0
47358,1
156430,0
216720,0
200699,0
182881,0
20969,1
173580,0
160122,0
203562,0
3062,1
35610,1
8821,1
163197,0
37614,1
227373,0
74644,1
168219,0
213876,0
149126,0
67182,1
110195,0
16815,1
131073,0
33775,1
127402,0
149163,0
240396,0
130617,0
166425,0
9479,1
143700,0
132807,0
11108,1
136789,0
156340,0
162876,0
74193,1
235575,0
87607,1
210931,0
109520,0
75805,1
13512,1
145144,0
167509,0
13413,1
102528,0
207900,0
237656,0
221468,0
193888,0
181648,0
147769,0
116100,0
6659,1
239600,0
180970,0
159263,0
232625,0
196579,0
183203,0
67069,1
40396,1
112747,0
18479,1
76058,1
4248,1
227891,0
131240,0
2380,1
76889,1
184381,0
185149,0
48602,1
52865,1
181170,0
242825,0
20699,1
233853,0
28973,1
172139,0
192464,0
50798,1
58345,1
116835,0
171527,0
24463,1
176666,0
13026,1
29168,1
43911,1
114260,0
67944,1
64781,1
100396,1
26309,1
96951,1
18129,1
95222,1
119788,0
32702,1
188161,0
122894,0
30137,1
99057,1
4674,1
170502,0
16672,1
89896,1
222277,0
222090,0
185574,0
66909,1
60257,1
46299,1
23838,1
188752,0
29675,1
37150,1
100331,1
127574,0
239483,0
164349,0
81288,1
144698,0
205292,0
14409,1
4328,1
229550,0
78984,1
52429,1
93872,1
182780,0
121159,0
122888,0
172559,0
241837,0
132265,0
89315,1
50637,1
225862,0
81968,1
207406,0
590,1
132791,0
238587,0
68760,1
117059,0
176314,0
76344,1
93670,1
45662,1
135139,0
187488,0
39648,1
135309,0
223287,0
131865,0
6132,1
203048,0
174077,0
146674,0
37668,1
51139,1
105897,0
50844,1
51271,1
18383,1
57158,1
105727,0
8057,1
193895,0
126711,0
109149,0
21153,1
124164,0
54959,1
144516,0
79066,1
82446,1
85391,1
96496,1
31656,1
71602,1
107519,0
17698,1
213161,0
120984,0
231484,0
146663,0
26051,1
18527,1
193731,0
214717,0
175821,0
9784,1
5666,1
6717,1
95874,1
32433,1
143138,0
6832,1
220176,0
117705,0
19059,1
14119,1
65475,1
58166,1
20373,1
46601,1
55276,1
1078,1
114197,0
114193,0
12335,1
72846,1
133026,0
14318,1
228428,0
92011,1
51432,1
1479,1
177789,0
47860,1
173956,0
59846,1
206323,0
62414,1
148342,0
18844,1
195837,0
99483,1
172842,0
21671,1
223520,0
233160,0
228251,0
229702,0
122652,0
2193,1
17865,1
18647,1
38348,1
117782,0
33553,1
224906,0
68128,1
23429,1
33079,1
164448,0
158256,0
52283,1
76997,1
33763,1
187310,0
39003,1
84352,1
164347,0
14813,1
17236,1
57504,1
19565,1
220583,0
179811,0
182989,0
26874,1
46463,1
5292,1
142949,0
217674,0
164042,0
64169,1
150340,0
100051,1
130523,0
82541,1
108740,0
60912,1
96569,1
231040,0
138436,0
39919,1
230027,0
162177,0
83351,1
83686,1
18975,1
233098,0
88695,1
177573,0
24326,1
59272,1
228685,0
95115,1
231087,0
113055,0
223885,0
157422,0
6945,1
136250,0
113764,0
115647,0
157839,0
113297,0
80763,1
93643,1
110101,0
43262,1
105541,0
101216,0
206944,0
181277,0
66109,1
218687,0
242280,0
117023,0
170455,0
135296,0
120059,0
122892,0
183771,0
174550,0
33127,1
160659,0
122363,0
10831,1
214172,0
100685,1
57886,1
201593,0
120215,0
39910,1
88228,1
47530,1
93472,1
214088,0
200050,0
213713,0
65126,1
166620,0
27678,1
68397,1
32487,1
145351,0
177926,0
160851,0
87646,1
224139,0
227348,0
118977,0
182152,0
64497,1
60310,1
86691,1
228598,0
121214,0
78729,1
165536,0
221553,0
164673,0
214176,0
63118,1
70884,1
178484,0
115212,0
33364,1
231078,0
87870,1
60599,1
214532,0
162713,0
15793,1
38249,1
69178,1
69888,1
40512,1
152506,0
208429,0
111551,0
50159,1
88860,1
100409,1
67297,1
72118,1
232927,0
34817,1
173811,0
116671,0
207625,0
108760,0
46908,1
183721,0
206974,0
184678,0
9830,1
141481,0
54327,1
81387,1
1819,1
52914,1
91270,1
113472,0
160009,0
29369,1
7549,1
242632,0
28738,1
174583,0
45175,1
116363,0
144572,0
89316,1
152294,0
218925,0
4191,1
60784,1
220199,0
112815,0
83807,1
52399,1
140878,0
163973,0
224383,0
14636,1
172377,0
88431,1
240720,0
196773,0
241391,0
94475,1
181744,0
53169,1
57841,1
211228,0
220074,0
175544,0
103037,0
80295,1
131024,0
129167,0
150764,0
107230,0
237079,0
62904,1
190323,0
174795,0
100850,1
125866,0
201943,0
4455,1
193418,0
64135,1
223759,0
69087,1
228702,0
137038,0
99265,1
178990,0
196596,0
183373,0
219977,0
94016,1
13629,1
47648,1
218995,0
110203,0
95483,1
107173,0
15249,1
51985,1
138380,0
81124,1
122561,0
7042,1
12698,1
123238,0
162435,0
68374,1
16224,1
20697,1
38771,1
68157,1
205596,0
183763,0
63796,1
61877,1
136062,0
79239,1
12867,1
170512,0
18514,1
120873,0
150744,0
58375,1
26539,1
110904,0
50472,1
147076,0
154743,0
181321,0
203226,0
129748,0
115082,0
101653,0
168520,0
78436,1
164097,0
182947,0
127268,0
181497,0
82718,1
20619,1
228209,0
86370,1
211762,0
72185,1
34366,1
45049,1
61145,1
28308,1
201567,0
177392,0
121779,0
208807,0
68423,1
150686,0
220849,0
124818,0
105517,0
101188,0
25924,1
138637,0
113264,0
31079,1
123896,0
65322,1
53620,1
151028,0
60959,1
131436,0
182727,0
204872,0
67700,1
211900,0
56225,1
99778,1
154192,0
42008,1
34954,1
24038,1
128505,0
99435,1
142186,0
120627,0
212400,0
1431,1
84487,1
213596,0
81300,1
73675,1
207829,0
140466,0
191924,0
165541,0
26844,1
241627,0
233297,0
144846,0
144139,0
70398,1
70283,1
117347,0
210442,0
231599,0
24461,1
12313,1
28816,1
79380,1
73219,1
181937,0
17493,1
104842,0
121129,0
112016,0
149456,0
19289,1
91560,1
171780,0
71420,1
128552,0
166167,0
220275,0
58095,1
192628,0
174592,0
241270,0
8304,1
213430,0
60974,1
23983,1
69344,1
220883,0
171477,0
24749,1
224362,0
208795,0
23409,1
128516,0
179219,0
183738,0
127830,0
77397,1
100027,1
190600,0
161638,0
104935,0
223891,0
136754,0
54061,1
77868,1
223924,0
58215,1
39364,1
216589,0
222985,0
81807,1
201671,0
55821,1
107529,0
124670,0
162664,0
35290,1
103976,0
952,1
117456,0
55130,1
51298,1
53215,1
222776,0
175725,0
175021,0
28029,1
138095,0
53834,1
20838,1
212583,0
13140,1
104086,0
223460,0
80952,1
139080,0
147454,0
27945,1
218578,0
1210,1
19855,1
242963,0
79216,1
234690,0
53898,1
198302,0
25581,1
197167,0
116626,0
121249,0
29070,1
63285,1
27091,1
111767,0
100821,1
93477,1
50543,1
5719,1
122668,0
124636,0
107626,0
226276,0
137348,0
46080,1
233652,0
185151,0
39671,1
20620,1
141327,0
91297,1
134894,0
82445,1
87982,1
221478,0
134836,0
23183,1
87719,1
235169,0
91998,1
132085,0
206239,0
69304,1
211704,0
115270,0
75189,1
232826,0
45944,1
84298,1
68738,1
87311,1
48304,1
213958,0
147416,0
119517,0
97776,1
200019,0
42940,1
60835,1
134465,0
212662,0
217843,0
153064,0
139793,0
96424,1
228155,0
166124,0
138945,0
18261,1
234562,0
219372,0
55956,1
72566,1
103925,0
118771,0
115869,0
49476,1
232207,0
45717,1
179593,0
19309,1
110289,0
37108,1
226753,0
71806,1
39604,1
208568,0
83244,1
220268,0
54725,1
202139,0
126191,0
129719,0
134796,0
11638,1
33938,1
204144,0
28660,1
18899,1
176845,0
162487,0
156021,0
166532,0
97671,1
182028,0
119426,0
173462,0
242748,0
122774,0
155521,0
240782,0
60982,1
160456,0
132799,0
92559,1
35521,1
70924,1
24533,1
168110,0
207775,0
15183,1
192945,0
104971,0
221740,0
158277,0
71588,1
188540,0
35194,1
216331,0
79412,1
11024,1
5706,1
29635,1
6564,1
22575,1
170919,0
154114,0
105986,0
77221,1
133971,0
238689,0
167506,0
60263,1
225964,0
226332,0
13213,1
83771,1
127055,0
161947,0
215059,0
121167,0
103487,0
217445,0
161913,0
128725,0
58268,1
213059,0
241089,0
50520,1
4409,1
140866,0
96903,1
153682,0
37686,1
190848,0
171671,0
212246,0
38335,1
22492,1
55966,1
113572,0
21923,1
32515,1
4556,1
18363,1
108985,0
216346,0
97954,1
7646,1
68294,1
19692,1
147754,0
19561,1
78583,1
3222,1
185357,0
217788,0
31864,1
14377,1
120166,0
222591,0
152956,0
240322,0
36519,1
68472,1
131749,0
26174,1
171892,0
56155,1
48336,1
33968,1
130128,0
106464,0
135804,0
6019,1
232069,0
195748,0
108391,0
53911,1
67709,1
216372,0
204406,0
208942,0
119217,0
165082,0
83119,1
198062,0
103141,0
86362,1
118360,0
36972,1
100090,1
171270,0
185388,0
176045,0
64067,1
226695,0
57430,1
241624,0
224728,0
182627,0
31892,1
56985,1
206379,0
211454,0
154204,0
60955,1
95283,1
159205,0
146060,0
21011,1
121421,0
109891,0
84713,1
209575,0
81039,1
58172,1
27694,1
82348,1
123142,0
174877,0
197571,0
117881,0
193928,0
222296,0
191764,0
164521,0
212641,0
213048,0
156329,0
79969,1
216910,0
211731,0
141345,0
157,1
150,1
30678,1
57571,1
3268,1
206176,0
218878,0
35799,1
117645,0
109438,0
205025,0
37147,1
139726,0
53724,1
18025,1
188563,0
36012,1
79472,1
26602,1
175288,0
151168,0
11878,1
235464,0
227656,0
139357,0
238868,0
207389,0
58691,1
88882,1
222705,0
90058,1
24833,1
68077,1
125657,0
91792,1
236055,0
199146,0
242348,0
173515,0
186024,0
168921,0
34329,1
145321,0
45210,1
20215,1
53345,1
157912,0
5523,1
122545,0
191869,0
197862,0
25156,1
229209,0
221843,0
139581,0
146894,0
110903,0
41749,1
86597,1
185900,0
209374,0
162131,0
175280,0
64419,1
57692,1
104830,0
32091,1
6878,1
45061,1
55626,1
120067,0
138581,0
75594,1
33887,1
114101,0
121947,0
100460,1
5088,1
29952,1
167563,0
153076,0
61510,1
152644,0
212397,0
25264,1
114024,0
233378,0
79915,1
29381,1
55961,1
40401,1
233186,0
136140,0
176107,0
164343,0
47088,1
123986,0
27745,1
167265,0
76334,1
234414,0
122051,0
56933,1
216662,0
80408,1
192511,0
25861,1
80053,1
192720,0
72278,1
121096,0
95187,1
52597,1
153383,0
178497,0
232013,0
203857,0
121956,0
118471,0
31044,1
7823,1
140734,0
233938,0
33026,1
88858,1
189676,0
38722,1
152250,0
68566,1
188832,0
221165,0
107335,0
32545,1
132938,0
27456,1
119945,0
77264,1
186354,0
98335,1
22516,1
76647,1
140834,0
51563,1
141234,0
106380,0
125503,0
74756,1
97909,1
171959,0
149931,0
216789,0
174588,0
236767,0
232925,0
147692,0
199591,0
61137,1
196822,0
243270,0
217654,0
42116,1
208348,0
191316,0
199358,0
214650,0
98150,1
113180,0
60379,1
175382,0
46725,1
15667,1
221961,0
100099,1
7879,1
211575,0
53205,1
208096,0
136060,0
155562,0
56450,1
135682,0
78626,1
78220,1
204927,0
11200,1
111482,0
41392,1
66796,1
204016,0
162261,0
12706,1
91228,1
99623,1
104696,0
103921,0
6628,1
30134,1
9472,1
29353,1
16919,1
223797,0
121483,0
188291,0
80753,1
122426,0
19299,1
42502,1
79331,1
86077,1
209930,0
150006,0
240369,0
176441,0
190756,0
116815,0
126930,0
188474,0
242552,0
5090,1
102542,0
216112,0
214562,0
140887,0
65604,1
169821,0
77359,1
239367,0
118951,0
144348,0
86649,1
37359,1
242268,0
235386,0
129958,0
7759,1
187021,0
144798,0
149557,0
156544,0
66345,1
21890,1
158216,0
22076,1
234618,0
8289,1
72351,1
147868,0
235905,0
139547,0
104970,0
59094,1
108073,0
103389,0
96538,1
156331,0
5375,1
85035,1
229335,0
2343,1
41963,1
59574,1
61037,1
2753,1
233155,0
187999,0
174106,0
156612,0
62091,1
37105,1
239207,0
68838,1
111761,0
132963,0
129095,0
26514,1
12346,1
183968,0
62265,1
89806,1
243118,0
100636,1
27369,1
161597,0
122049,0
118469,0
73266,1
181849,0
36593,1
31984,1
120341,0
149578,0
126734,0
163574,0
59318,1
6649,1
160470,0
23665,1
61326,1
73543,1
219223,0
66720,1
157632,0
132206,0
113342,0
69859,1
16640,1
145687,0
200552,0
217979,0
166223,0
206962,0
192915,0
135823,0
101744,0
88042,1
53269,1
185366,0
30744,1
10833,1
135175,0
122918,0
228514,0
236392,0
142715,0
192418,0
25556,1
204365,0
82337,1
15122,1
242377,0
178313,0
113161,0
67577,1
33655,1
113752,0
152016,0
215939,0
9051,1
207388,0
228355,0
130861,0
151729,0
229388,0
63965,1
177158,0
221654,0
93766,1
129063,0
99358,1
117593,0
137084,0
240825,0
12238,1
122468,0
198974,0
139076,0
163409,0
40588,1
22320,1
229472,0
55516,1
29743,1
110688,0
241471,0
179638,0
18619,1
85151,1
157241,0
91556,1
87789,1
28852,1
54556,1
167771,0
19222,1
18922,1
57990,1
100568,1
241774,0
163104,0
28256,1
55664,1
194870,0
12753,1
198924,0
65961,1
180954,0
198733,0
181931,0
57493,1
90606,1
151396,0
230824,0
222344,0
102306,0
